kode_spec;nama_perangkat;noreg
B3CD02A0008M;SMART DC DISTRIBUTION PANEL WITH MODBUS RTU COMMUNICATION;B3CD02A0008MA0009
B3CD02A0008M;SMART DC DISTRIBUTION PANEL WITH MODBUS RTU COMMUNICATION;B3CD02A0008MA0010
B3CD0400048M;RECTIFIER 9000WATT 3X POWER MODUL, CONTROLLER WITH SNMP COMMUNICATON, SUPPORT LITHIUM BATTERY);B3CD0400048MA0071
B3CD0400048M;RECTIFIER 9000WATT 3X POWER MODUL, CONTROLLER WITH SNMP COMMUNICATON, SUPPORT LITHIUM BATTERY);B3CD0400048MA0075
B3CD08A0003M;DC PDU/DCDU;B3CD08A0003MA0256
B3CD08A0003M;DC PDU/DCDU;B3CD08A0003MA0257
B2WN0287103M;Standard 1U, 19'' standalone IP/MPLS pre-aggregation device, 6 x 100G/40G QSFP28/QSFP+ for uplink, 24 x 25G/10G/1G SFP28/SFP+/SF;B2WN0287103MA0002
B2WN0287107M;FAN FOR RAX721-C-6C48;B2WN0287107MA0004B
B2WN0287107M;FAN FOR RAX721-C-6C48;B2WN0287107MA0003B
B2WN0287106M;DC POWER SUPPLY FOR RAX721-C-6C48;B2WN0287106MA0004B
B2WN0287106M;DC POWER SUPPLY FOR RAX721-C-6C48;B2WN0287106MA0002B
B2WN00A0189M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0189MA0234
B2WN00A0189M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0189MA0231
B2WN0262020G;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G00455
B2WN0262020H;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00796
B2WN0262020H;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00868
B2WN0262020G;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G00069
B2WN0262020H;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00361
B2WN0262020H;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00454
B2WN0262020H;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00548
B2WN0262020H;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00519
B2WN0262020H;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00636
B2WN0262020G;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G00184
B2WN0262020G;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01200
B2WN0262020H;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00923
B2WN0262020G;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G00166
B2WN0262020G;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G00651
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X03853
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04117
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA3353
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01399
B2WN0100041W;3RD PARTY GPON ONT WITH 4FE + 2 POTS ( PN - 177-80001 ) ( PN - 177-80001 );B2WN0100041W00348
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0127
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X02118
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01676
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA3427
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04638
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00021
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0016
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04773
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04993
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01576
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00949
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01490
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X02767
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04823
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04873
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0011
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X03373
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00859
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X03697
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA3918
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2546
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01425
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01053
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X02304
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04732
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X03974
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00911
B2WN0100041X;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01887
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0124
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0293
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0238
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0231
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0149
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0134
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0247
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0244
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0236
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0226
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0227
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0133
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0137
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0130
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0125
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0275
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0246
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0237
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0232
B2WN00A0362M;SFP+ 10G SR 850NM, 300M;B2WN00A0362MA0147
B2WN00A0121M;Generic Compatible 10GBASE-BX40-D BiDi SFP+ 1330nm-TX/1270nm-RX 20km DDM LC SMF Transceiver (QT-BIDI-SFP+-LH-33);B2WN00A0121MA0024
B2WN00A0369M;Transceiver BIDI SFP+ 10G Tx1270nm 40km DDM;B2WN00A0369MA0057
B2WN00A0369M;Transceiver BIDI SFP+ 10G Tx1270nm 40km DDM;B2WN00A0369MA0111
B2WN0150017M;SFP+ 10G RAISECOM 40KM;B2WN0150017MA0014
B2WN0150090M;SFP+ ATOP 10G ER 1550nm 40KM;B2WN0150090MA0054
B2WN00A0369M;Transceiver BIDI SFP+ 10G Tx1270nm 40km DDM;B2WN00A0369MA0168
B2WN00A0369M;SFP+ 10G-SINGLESTRAIN 40KM TX 1270NM RX 1330NM;B2WN00A0369MA0021
B2WN0150090M;SFP+ ATOP 10G ER 1550nm 40KM;B2WN0150090MA0124
B2WN00A0365M;Transceiver BIDI SFP+ 10G Tx1330nm 40km DDM;B2WN00A0365MA0114
B2WN00A0369M;Transceiver BIDI SFP+ 10G Tx1270nm 40km DDM;B2WN00A0369MA0063
B2WN0150261M;SFP+ 10G 1550nm 40 KM-Project Lambda;B2WN0150261MA0007B
B2WN00A0125M;Transceiver BIDI SFP+ 10G Tx1270nm 20km DDM;B2WN00A0125MA0151
B2WN0287060M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0229
B2WN0286428M;SFP ATOP 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM;B2WN0286428MA0016
B2WN00A0104M;Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;B2WN00A0104MA0020
B2WN00A0369M;Transceiver BIDI SFP+ 10G Tx1270nm 40km DDM;B2WN00A0369MA0082
B2WN00A0365M;Transceiver BIDI SFP+ 10G Tx1330nm 40km DDM;B2WN00A0365MA0166
B2WN00A0369M;Transceiver BIDI SFP+ 10G Tx1270nm 40km DDM;B2WN00A0369MA0225
B2WN00A0317M;Starview QSFP56-DD 400Gbps module 400G-LR4 aggregating 4 x 100Gbps CWDM (1271/ 1291/ 1311/ 1331nm) SM (LC) with Digital Diagnost;B2WN00A0317MA0058
B2WN00A0216M;QSFP28 100G BASE-LR4 DUAL RATE 100GE/OTU;B2WN00A0216MA0055B
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0145
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0144
B2WN0286411M;FS for Mellanox MMA1B00-C100D Compatible, 100GBASE-SR4 QSFP28 850nm 100m DOM Optical Transceiver Module;B2WN0286411MA0015
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0364
B2WN0286411M;FS for Mellanox MMA1B00-C100D Compatible, 100GBASE-SR4 QSFP28 850nm 100m DOM Optical Transceiver Module;B2WN0286411MA0024
B2WN0286593M;FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0054
B2WN0286593M;FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0052
B2WN0286745M;Juniper Networks JNP-QSFP-100G-SR4 Compatible 100GBASE-SR4 QSFP28 850nm 100m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286745MA0003
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0146
B2WN00A0216M;QSFP28 100G BASE-LR4 DUAL RATE 100GE/OTU;B2WN00A0216MA0057B
B2WN0287155M;Starview QSFP+ 40Gbps module 40GBase aggregating 4 x 10Gbps duplex CWDM (1270/ 1290/ 1310/ 1330nm) SM (LC) with Digital Diagnost;B2WN0287155MA0011
B2WN00A0190M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0115
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0149
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0148
B2WN00A0190M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0117
B2WN0287155M;Starview QSFP+ 40Gbps module 40GBase aggregating 4 x 10Gbps duplex CWDM (1270/ 1290/ 1310/ 1330nm) SM (LC) with Digital Diagnost;B2WN0287155MA0012
B2WN0286411M;FS for Mellanox MMA1B00-C100D Compatible, 100GBASE-SR4 QSFP28 850nm 100m DOM Optical Transceiver Module;B2WN0286411MA0019
B2WN0286593M;FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0007
B2WN00A0317M;Starview QSFP56-DD 400Gbps module 400G-LR4 aggregating 4 x 100Gbps CWDM (1271/ 1291/ 1311/ 1331nm) SM (LC) with Digital Diagnost;B2WN00A0317MA0010
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0036
B2WN00A0219M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0297
B2WN0286593M;FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0051
B2WN0286411M;FS for Mellanox MMA1B00-C100D Compatible, 100GBASE-SR4 QSFP28 850nm 100m DOM Optical Transceiver Module;B2WN0286411MA0049
B2WN00A0317M;Starview QSFP56-DD 400Gbps module 400G-LR4 aggregating 4 x 100Gbps CWDM (1271/ 1291/ 1311/ 1331nm) SM (LC) with Digital Diagnost;B2WN00A0317MA0038
B2WN00A0317M;Starview QSFP56-DD 400Gbps module 400G-LR4 aggregating 4 x 100Gbps CWDM (1271/ 1291/ 1311/ 1331nm) SM (LC) with Digital Diagnost;B2WN00A0317MA0037
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0034
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0372
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0147
B2WN0150017M;SFP+ 10G RAISECOM 40KM;B2WN0150017MA0206
B2WN00A0139M;10Gbps, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ transceiver module. P/N. USFP+-192/S2;B2WN00A0139MA0026
B2WN00A0139M;10Gbps, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ transceiver module. P/N. USFP+-192/S2;B2WN00A0139MA0039
B2WN0150017M;SFP+ 10G RAISECOM 40KM;B2WN0150017MA0098
B2WN00A0139M;10Gbps, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ transceiver module. P/N. USFP+-192/S2;B2WN00A0139MA0011
B2WN00A0139M;10Gbps, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ transceiver module. P/N. USFP+-192/S2;B2WN00A0139MA0030
B2WN00A0139M;10Gbps, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ transceiver module. P/N. USFP+-192/S2;B2WN00A0139MA0010
B2WN00A0139M;10Gbps, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ transceiver module. P/N. USFP+-192/S2;B2WN00A0139MA0017
B2WN00A0139M;10Gbps, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ transceiver module. P/N. USFP+-192/S2;B2WN00A0139MA0006
B2WN00A0346M;Starview QSFP56-DD 400Gbps module 400G-ER4 aggregating 4 x 100Gbps LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) SM (LC) ;B2WN00A0346MA0025
B2WN00A0139M;10Gbps, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ transceiver module. P/N. USFP+-192/S2;B2WN00A0139MA0035
B2WN00A0003M;1.25Gbit/s, 15km, 1310nm, dual-fiber, single-mode, DDM, RoHS, Industrial, USFP transceiver module;B2WN00A0003MA0242
B2WN00A0105M;Customized Compatible 10GBASE-ZR SFP+ 1550nm 80km DOM LC SMF Transceiver Module Industrial Temperature;B2WN00A0105MA0014
B2WN00A0003M;1.25Gbit/s, 15km, 1310nm, dual-fiber, single-mode, DDM, RoHS, Industrial, USFP transceiver module;B2WN00A0003MA0241
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0777
B2WN0150044M;RAISECOM GE SFP LH SINGLE STRAIN TX 1550NM RX 1310NM 40KM;B2WN0150044MA0065
B2WN0286127M;550m max distance, 850nm, 1.25Gbit/s, dual fiber, multi-mode, DDM, RoHS, commercial.;B2WN0286127MA1077
B2WN00A0105M;Customized Compatible 10GBASE-ZR SFP+ 1550nm 80km DOM LC SMF Transceiver Module Industrial Temperature;B2WN00A0105MA0011
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0780
B2WN00A0003M;1.25Gbit/s, 15km, 1310nm, dual-fiber, single-mode, DDM, RoHS, Industrial, USFP transceiver module;B2WN00A0003MA0236
B2WN0150202M;SFP ATOP 1G SR 850nm;B2WN0150202MA0197
B2WN0286922M;6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0064
B2WN00A0003M;1.25Gbit/s, 15km, 1310nm, dual-fiber, single-mode, DDM, RoHS, Industrial, USFP transceiver module;B2WN00A0003MA0243
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0190
B2WN00A0105M;Customized Compatible 10GBASE-ZR SFP+ 1550nm 80km DOM LC SMF Transceiver Module Industrial Temperature;B2WN00A0105MA0012
B2WN0286041M;1000BASE-SX SFP transceiver module, MMF, 850nm, DOM;B2WN0286041MA0284
B2WN0286041M;1000BASE-SX SFP transceiver module, MMF, 850nm, DOM;B2WN0286041MA0289
B2WN0286923M;Cisco SFP-10G-ZR Compatible 10GBASE-ZR/ZW and OTU2e SFP+ 1550nm 80km DOM Duplex LC SMF Transceiver Module;B2WN0286923MA0003
B2WN0150045M;RAISECOM GE SFP LH SINGLE STRAIN TX 1490NM RX 1550NM 40KM;B2WN0150045MA0006
B2WN0286922M;6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0199
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0328
B2WN0150201M;SFP ATOP 1G LR 1310nm;B2WN0150201MA0363
B2WN0286922M;SFP 1.25G 850nm 550M DDM LC;B2WN0286922MA0343
B2WN0150046M;RAISECOM GE SFP LX SINGLE STRAIN TX 1550NM RX 1310NM 15KM;B2WN0150046MA0415
B2WN0150017M;SFP+ 10G RAISECOM 40KM;B2WN0150017MA0018
B2WN0286127M;1.25 Gbit/s, 550 m l, 850 nm, Dual-fiber MM, SFP optical module.;B2WN0286127MA0930
B2WN0286922M;6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0007
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0091
B2WN00A0003M;1.25Gbit/s, 15km, 1310nm, dual-fiber, single-mode, DDM, RoHS, Industrial, USFP transceiver module;B2WN00A0003MA0246
B2WN00A0105M;Customized Compatible 10GBASE-ZR SFP+ 1550nm 80km DOM LC SMF Transceiver Module Industrial Temperature;B2WN00A0105MA0019
B2WN0286041M;1000BASE-SX SFP transceiver module, MMF, 850nm, DOM;B2WN0286041MA0283
B2WN0286923M;Cisco SFP-10G-ZR Compatible 10GBASE-ZR/ZW and OTU2e SFP+ 1550nm 80km DOM Duplex LC SMF Transceiver Module;B2WN0286923MA0002
B2WN0286922M;6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0009
B2WN00A0130M;10GBASE ZR SFP+ 1550nm 80km Ipiinfussion Edge-Core Compatible;B2WN00A0130MA0005
B2WN0131046L;1000BASE-LX/LH SFP TRANSCEIVER MODULE, MMF/SMF, 1310NM, DOM ( PN - GLC-LH-SMD );B2WN0131046LA0027
B2WN0286127M;1.25 Gbit/s, 550 m l, 850 nm, Dual-fiber MM, SFP optical module.;B2WN0286127MA0939
B2WN0286922M;6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0162
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0052
B2WN0150046M;RAISECOM GE SFP LX SINGLE STRAIN TX 1550NM RX 1310NM 15KM;B2WN0150046MA0407
B2WN00A0003M;1.25Gbit/s, 15km, 1310nm, dual-fiber, single-mode, DDM, RoHS, Industrial, USFP transceiver module;B2WN00A0003MA0250
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0202
B2WN0286922M;6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0023
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0530
B2WN0286459M;Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) SR Optics;B2WN0286459MA0014
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0559
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0527
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0363
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0693B
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0549B
B2WN0286917M;Adapter VeloCloud Edge 510;B2WN0286917MA0123B
B2WN0286830M;Tabletop,  with fan NCA-1515B-4C-8D-64S;B2WN0286830MA0053
B2WS0200137M;Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0633
B2WS0200137M;Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0885
B2WN0150205M;Huawei B312 Modem Router Wifi (Include antenna 8db);B2WN0150205MA0735
B2WN0150268M;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0513
B2WN0150268M;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0512
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0149B
B2WN0286829M;Power Adapter NCA-1515B 12V=5A;B2WN0286829MA0108
B2WN0150205M;Huawei B312 Modem Router Wifi (Include antenna 8db);B2WN0150205MA0731
B2WN0286916M;Mandiri - Branches - VC-510 - Edge 510 Appliance ;B2WN0286916MA0237
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0762B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0486B
B2WS0200137M;Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0807
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0010B
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA1200B
B3CD0100238M;Power suply MODEM ORBIT ZTE ;B3CD0100238MA0073B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0458B
B2WN0286917M;Adapter VeloCloud Edge 510;B2WN0286917MA0180B
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0486B
B2WS0200137M;Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA1425
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0548B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0544B
B2WN0286830M;Tabletop,  with fan NCA-1515B-4C-8D-64S;B2WN0286830MA0087
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA1292B
B2WN0286830M;Versa Certified Hardware (Lanner NCA-1515B) Tabletop, with fanNCA-1515B-4C-8D-64S;B2WN0286830MA0403
B2WS0200137M;Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA1013
B2WN0286830M;Tabletop,  with fan NCA-1515B-4C-8D-64S;B2WN0286830MA0082
B3CD0100238M;Power suply MODEM ORBIT ZTE ;B3CD0100238MA0096B
B2WN0150205M;Huawei B312 Modem Router Wifi (Include antenna 8db);B2WN0150205MA0741
B2WN0150268M;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0545
B3CD0100238M;Power suply MODEM ORBIT ZTE ;B3CD0100238MA0049B
B2WN0150268M;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0413
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0880B
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0570B
B2WN0286829M;Power Adapter NCA-1515B 12V=5A;B2WN0286829MA0052
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0134B
B2WN0286917M;Adapter VeloCloud Edge 510;B2WN0286917MA0165B
B2WN0286916M;Mandiri - Branches - VC-510 - Edge 510 Appliance ;B2WN0286916MA0216
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0718B
